device_name	core	die	ram_kb	flash_kb	core_count
STM32C071K8TxN	Cortex-M0plus	DIE493	24	64	1
STM32C071K8Ux	Cortex-M0plus	DIE493	24	64	1
STM32C071K8UxN	Cortex-M0plus	DIE493	24	64	1
STM32C071KBTx	Cortex-M0plus	DIE493	24	128	1
STM32C071KBTxN	Cortex-M0plus	DIE493	24	128	1
STM32C071KBUx	Cortex-M0plus	DIE493	24	128	1
STM32C071KBUxN	Cortex-M0plus	DIE493	24	128	1
STM32C071R8Tx	Cortex-M0plus	DIE493	24	64	1
STM32C071R8TxN	Cortex-M0plus	DIE493	24	64	1
STM32C071RBIxN	Cortex-M0plus	DIE493	24	128	1
STM32C071RBTx	Cortex-M0plus	DIE493	24	128	1
STM32C071RBTxN	Cortex-M0plus	DIE493	24	128	1
STM32C091CBTx	Cortex-M0plus	DIE44D	36	128	1
STM32C091CBUx	Cortex-M0plus	DIE44D	36	128	1
STM32C091CCTx	Cortex-M0plus	DIE44D	36	256	1
STM32C091CCUx	Cortex-M0plus	DIE44D	36	256	1
STM32C091ECYx	Cortex-M0plus	DIE44D	36	256	1
STM32C091FBPx	Cortex-M0plus	DIE44D	36	128	1
STM32C091FCPx	Cortex-M0plus	DIE44D	36	256	1
STM32C091GBUx	Cortex-M0plus	DIE44D	36	128	1
STM32C091GCUx	Cortex-M0plus	DIE44D	36	256	1
STM32C091KBTx	Cortex-M0plus	DIE44D	36	128	1
STM32C091KBUx	Cortex-M0plus	DIE44D	36	128	1
STM32C091KCTx	Cortex-M0plus	DIE44D	36	256	1
STM32C091KCUx	Cortex-M0plus	DIE44D	36	256	1
STM32C091RBTx	Cortex-M0plus	DIE44D	36	128	1
STM32C091RCIx	Cortex-M0plus	DIE44D	36	256	1
STM32C091RCTx	Cortex-M0plus	DIE44D	36	256	1
STM32C092CBTx	Cortex-M0plus	DIE44D	30	128	1
STM32C092CBUx	Cortex-M0plus	DIE44D	30	128	1
STM32C092CCTx	Cortex-M0plus	DIE44D	30	256	1
STM32C092CCUx	Cortex-M0plus	DIE44D	30	256	1
STM32C092ECYx	Cortex-M0plus	DIE44D	30	256	1
STM32C092FBPx	Cortex-M0plus	DIE44D	30	128	1
STM32C092FCPx	Cortex-M0plus	DIE44D	30	256	1
STM32C092GBUx	Cortex-M0plus	DIE44D	30	128	1
STM32C092GCUx	Cortex-M0plus	DIE44D	30	256	1
STM32C092KBTx	Cortex-M0plus	DIE44D	30	128	1
STM32C092KBUx	Cortex-M0plus	DIE44D	30	128	1
STM32C092KCTx	Cortex-M0plus	DIE44D	30	256	1
STM32C092KCUx	Cortex-M0plus	DIE44D	30	256	1
STM32C092RBTx	Cortex-M0plus	DIE44D	30	128	1
STM32C092RCIx	Cortex-M0plus	DIE44D	30	256	1
STM32C092RCTx	Cortex-M0plus	DIE44D	30	256	1
STM32F030C6Tx	Cortex-M0	DIE444	4	32	1
STM32F030C8Tx	Cortex-M0	DIE440	8	64	1
STM32F030CCTx	Cortex-M0	DIE442	32	256	1
STM32F030F4Px	Cortex-M0	DIE444	4	16	1
STM32F030K6Tx	Cortex-M0	DIE444	4	32	1
STM32F030R8Tx	Cortex-M0	DIE440	8	64	1
STM32F030RCTx	Cortex-M0	DIE442	32	256	1
STM32F031C4Tx	Cortex-M0	DIE444	4	16	1
STM32F031C6Tx	Cortex-M0	DIE444	4	32	1
STM32F031E6Yx	Cortex-M0	DIE444	4	32	1
STM32F031F4Px	Cortex-M0	DIE444	4	16	1
STM32F031F6Px	Cortex-M0	DIE444	4	32	1
STM32F031G4Ux	Cortex-M0	DIE444	4	16	1
STM32F031G6Ux	Cortex-M0	DIE444	4	32	1
STM32F031K4Ux	Cortex-M0	DIE444	4	16	1
STM32F031K6Tx	Cortex-M0	DIE444	4	32	1
STM32F031K6Ux	Cortex-M0	DIE444	4	32	1
STM32F038C6Tx	Cortex-M0	DIE444	4	32	1
STM32F038E6Yx	Cortex-M0	DIE444	4	32	1
STM32F038F6Px	Cortex-M0	DIE444	4	32	1
STM32F038G6Ux	Cortex-M0	DIE444	4	32	1
STM32F038K6Ux	Cortex-M0	DIE444	4	32	1
STM32F042C4Tx	Cortex-M0	DIE445	6	16	1
STM32F042C4Ux	Cortex-M0	DIE445	6	16	1
STM32F042C6Tx	Cortex-M0	DIE445	6	32	1
STM32F042C6Ux	Cortex-M0	DIE445	6	32	1
STM32F042F4Px	Cortex-M0	DIE445	6	16	1
STM32F042F6Px	Cortex-M0	DIE445	6	32	1
STM32F042G4Ux	Cortex-M0	DIE445	6	16	1
STM32F042G6Ux	Cortex-M0	DIE445	6	32	1
STM32F042K4Tx	Cortex-M0	DIE445	6	16	1
STM32F042K4Ux	Cortex-M0	DIE445	6	16	1
STM32F042K6Tx	Cortex-M0	DIE445	6	32	1
STM32F042K6Ux	Cortex-M0	DIE445	6	32	1
STM32F042T6Yx	Cortex-M0	DIE445	6	32	1
STM32F048C6Ux	Cortex-M0	DIE445	6	32	1
STM32F048G6Ux	Cortex-M0	DIE445	6	32	1
STM32F048T6Yx	Cortex-M0	DIE445	6	32	1
STM32F051C4Tx	Cortex-M0	DIE440	8	16	1
STM32F051C4Ux	Cortex-M0	DIE440	8	16	1
STM32F051C6Tx	Cortex-M0	DIE440	8	32	1
STM32F051C6Ux	Cortex-M0	DIE440	8	32	1
STM32F051C8Tx	Cortex-M0	DIE440	8	64	1
STM32F051C8Ux	Cortex-M0	DIE440	8	64	1
STM32F051K4Tx	Cortex-M0	DIE440	8	16	1
STM32F051K4Ux	Cortex-M0	DIE440	8	16	1
STM32F051K6Tx	Cortex-M0	DIE440	8	32	1
STM32F051K6Ux	Cortex-M0	DIE440	8	32	1
STM32F051K8Tx	Cortex-M0	DIE440	8	64	1
STM32F051K8Ux	Cortex-M0	DIE440	8	64	1
STM32F051R4Tx	Cortex-M0	DIE440	8	16	1
STM32F051R6Tx	Cortex-M0	DIE440	8	32	1
STM32F051R8Hx	Cortex-M0	DIE440	8	64	1
STM32F051R8Tx	Cortex-M0	DIE440	8	64	1
STM32F051T8Yx	Cortex-M0	DIE440	8	64	1
STM32F058C8Ux	Cortex-M0	DIE440	8	64	1
STM32F058R8Hx	Cortex-M0	DIE440	8	64	1
STM32F058R8Tx	Cortex-M0	DIE440	8	64	1
STM32F058T8Yx	Cortex-M0	DIE440	8	64	1
STM32F070C6Tx	Cortex-M0	DIE445	6	32	1
STM32F070CBTx	Cortex-M0	DIE448	16	128	1
STM32F070F6Px	Cortex-M0	DIE445	6	32	1
STM32F070RBTx	Cortex-M0	DIE448	16	128	1
STM32F071C8Tx	Cortex-M0	DIE448	16	64	1
STM32F071C8Ux	Cortex-M0	DIE448	16	64	1
STM32F071CBTx	Cortex-M0	DIE448	16	128	1
STM32F071CBUx	Cortex-M0	DIE448	16	128	1
STM32F071CBYx	Cortex-M0	DIE448	16	128	1
STM32F071RBTx	Cortex-M0	DIE448	16	128	1
STM32F071V8Hx	Cortex-M0	DIE448	16	64	1
STM32F071V8Tx	Cortex-M0	DIE448	16	64	1
STM32F071VBHx	Cortex-M0	DIE448	16	128	1
STM32F071VBTx	Cortex-M0	DIE448	16	128	1
STM32F072C8Tx	Cortex-M0	DIE448	16	64	1
STM32F072C8Ux	Cortex-M0	DIE448	16	64	1
STM32F072CBTx	Cortex-M0	DIE448	16	128	1
STM32F072CBUx	Cortex-M0	DIE448	16	128	1
STM32F072CBYx	Cortex-M0	DIE448	16	128	1
STM32F072R8Tx	Cortex-M0	DIE448	16	64	1
STM32F072RBHx	Cortex-M0	DIE448	16	128	1
STM32F072RBIx	Cortex-M0	DIE448	16	128	1
STM32F072RBTx	Cortex-M0	DIE448	16	128	1
STM32F072V8Hx	Cortex-M0	DIE448	16	64	1
STM32F072V8Tx	Cortex-M0	DIE448	16	64	1
STM32F072VBHx	Cortex-M0	DIE448	16	128	1
STM32F072VBTx	Cortex-M0	DIE448	16	128	1
STM32F078CBTx	Cortex-M0	DIE448	16	128	1
STM32F078CBUx	Cortex-M0	DIE448	16	128	1
STM32F078CBYx	Cortex-M0	DIE448	16	128	1
STM32F078RBHx	Cortex-M0	DIE448	16	128	1
STM32F078RBTx	Cortex-M0	DIE448	16	128	1
STM32F078VBHx	Cortex-M0	DIE448	16	128	1
STM32F078VBTx	Cortex-M0	DIE448	16	128	1
STM32F091CBTx	Cortex-M0	DIE442	32	128	1
STM32F091CBUx	Cortex-M0	DIE442	32	128	1
STM32F091CCTx	Cortex-M0	DIE442	32	256	1
STM32F091CCUx	Cortex-M0	DIE442	32	256	1
STM32F091RBTx	Cortex-M0	DIE442	32	128	1
STM32F091RCHx	Cortex-M0	DIE442	32	256	1
STM32F091RCTx	Cortex-M0	DIE442	32	256	1
STM32F091RCYx	Cortex-M0	DIE442	32	256	1
STM32F091VBTx	Cortex-M0	DIE442	32	128	1
STM32F091VCHx	Cortex-M0	DIE442	32	256	1
STM32F091VCTx	Cortex-M0	DIE442	32	256	1
STM32F098CCTx	Cortex-M0	DIE442	32	256	1
STM32F098CCUx	Cortex-M0	DIE442	32	256	1
STM32F098RCHx	Cortex-M0	DIE442	32	256	1
STM32F098RCTx	Cortex-M0	DIE442	32	256	1
STM32F098RCYx	Cortex-M0	DIE442	32	256	1
STM32F098VCHx	Cortex-M0	DIE442	32	256	1
STM32F098VCTx	Cortex-M0	DIE442	32	256	1
STM32F100C4Tx	Cortex-M3	DIE420	4	16	1
STM32F100C6Tx	Cortex-M3	DIE420	4	32	1
STM32F100C8Tx	Cortex-M3	DIE420	8	64	1
STM32F100CBTx	Cortex-M3	DIE420	8	128	1
STM32F100R4Hx	Cortex-M3	DIE420	4	16	1
STM32F100R4Tx	Cortex-M3	DIE420	4	16	1
STM32F100R6Hx	Cortex-M3	DIE420	4	32	1
STM32F100R6Tx	Cortex-M3	DIE420	4	32	1
STM32F100R8Hx	Cortex-M3	DIE420	8	64	1
STM32F100R8Tx	Cortex-M3	DIE420	8	64	1
STM32F100RBHx	Cortex-M3	DIE420	8	128	1
STM32F100RBTx	Cortex-M3	DIE420	8	128	1
STM32F100RCTx	Cortex-M3	DIE428	24	256	1
STM32F100RDTx	Cortex-M3	DIE428	32	384	1
STM32F100RETx	Cortex-M3	DIE428	32	512	1
STM32F100V8Tx	Cortex-M3	DIE420	8	64	1
STM32F100VBTx	Cortex-M3	DIE420	8	128	1
STM32F100VCTx	Cortex-M3	DIE428	24	256	1
STM32F100VDTx	Cortex-M3	DIE428	32	384	1
